comment_text,comment_author,comment_author_url,comment_author_image,comment_published_at,comment_published_at_unix,comment_like_count,comment_id,comment_parent_id,comment_sentiment
You’re up next Peter. Good luck 🍀,MalluStyle MultiMedia,http://www.youtube.com/channel/UCeltKtef90soCfhVkknUiRg,https://yt3.ggpht.com/ytc/AGIKgqM3PD3-kuVND8quSD1H18-L5GNrPvOISZ9ASdkH=s48-c-k-c0x00ffffff-no-rj,2023-03-25T03:23:14Z,1679710994,1,UgwaQyepS1mq2fZLfeZ4AaABAg,UgwaQyepS1mq2fZLfeZ4AaABAg,0
Thank you kindly.,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-25T11:50:36Z,1679741436,0,UgwaQyepS1mq2fZLfeZ4AaABAg.9nf5ReerpGJ9ng-VmHaXwr,UgwaQyepS1mq2fZLfeZ4AaABAg,0
Great video mate,James,http://www.youtube.com/channel/UCJxDEhqUc68f2eowvQvKJfA,https://yt3.ggpht.com/ytc/AGIKgqPwXYvUFXE2LF5JESxBx1dPMdy6bxIsGGjYUITf=s48-c-k-c0x00ffffff-no-rj,2023-03-24T04:31:35Z,1679628695,0,UgzyDFWjNwi2EzGACmJ4AaABAg,UgzyDFWjNwi2EzGACmJ4AaABAg,0
Thanks James!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-24T17:52:15Z,1679676735,1,UgzyDFWjNwi2EzGACmJ4AaABAg.9ncdTOGKdsO9ne45e9uRQX,UgzyDFWjNwi2EzGACmJ4AaABAg,0
Never thought I would gain such great knowledge from Ted Lasso! (it’s a joke) Great video,Gregory Simao,http://www.youtube.com/channel/UC14Ajc8AH-6bJfX6jy3jWYw,https://yt3.ggpht.com/ytc/AGIKgqMPwzAzLnV1jRYBQmICS2TiRsgdhTLKMVDMlE9E0q4=s48-c-k-c0x00ffffff-no-rj,2023-03-29T00:44:00Z,1680043440,0,UgxZjiWZLCn3I2-vhvd4AaABAg,UgxZjiWZLCn3I2-vhvd4AaABAg,0
Haha thanks Greg.,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-29T01:50:03Z,1680047403,0,UgxZjiWZLCn3I2-vhvd4AaABAg.9np6OvjE2B89npDxhjnW_I,UgxZjiWZLCn3I2-vhvd4AaABAg,0
"If you really want to be like him, make sure you hop on a cycle or 2 and get those gains up.",Watermelon Water Moccasin,http://www.youtube.com/channel/UCP-G3O3NaWbixciV87EbcVw,https://yt3.ggpht.com/ytc/AGIKgqMN2RhwwcswUg3pBUgado0A7i-koP3oPe8LzQ=s48-c-k-c0x00ffffff-no-rj,2023-03-25T03:01:03Z,1679709663,0,UgySsbngpjDqAsOwIUR4AaABAg,UgySsbngpjDqAsOwIUR4AaABAg,0
"@Peter MacDonald lmao, youre gonna go far",Watermelon Water Moccasin,http://www.youtube.com/channel/UCP-G3O3NaWbixciV87EbcVw,https://yt3.ggpht.com/ytc/AGIKgqMN2RhwwcswUg3pBUgado0A7i-koP3oPe8LzQ=s48-c-k-c0x00ffffff-no-rj,2023-03-26T02:59:26Z,1679795966,0,UgySsbngpjDqAsOwIUR4AaABAg.9nf2u8RAszv9nhcWJHq-RA,UgySsbngpjDqAsOwIUR4AaABAg,0
@Watermelon Water Moccasin youre like 24 minutes too late. I am unstoppable. I am going to try to lift my car.,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-26T02:13:44Z,1679793224,0,UgySsbngpjDqAsOwIUR4AaABAg.9nf2u8RAszv9nhYH_GAlKu,UgySsbngpjDqAsOwIUR4AaABAg,0
@Peter MacDonald I was kidding man lol please stay natty. Unless you really want to go to the dark side,Watermelon Water Moccasin,http://www.youtube.com/channel/UCP-G3O3NaWbixciV87EbcVw,https://yt3.ggpht.com/ytc/AGIKgqMN2RhwwcswUg3pBUgado0A7i-koP3oPe8LzQ=s48-c-k-c0x00ffffff-no-rj,2023-03-26T01:37:31Z,1679791051,0,UgySsbngpjDqAsOwIUR4AaABAg.9nf2u8RAszv9nhU8FL4Wlp,UgySsbngpjDqAsOwIUR4AaABAg,0
Alex needs to see this,SMedia,http://www.youtube.com/channel/UC8TxIcAe8KoJeogyupax52w,https://yt3.ggpht.com/nn0wUc1H0Fg5JIlHxtHZa5rWGCOPf7TK0SNEz6RF82pSNzin8InHnKDWm-CVmOYcQxV9qjkNpQ=s48-c-k-c0x00ffffff-no-rj,2023-03-24T22:36:21Z,1679693781,0,Ugzq_A06HxaICety4A94AaABAg,Ugzq_A06HxaICety4A94AaABAg,0
Good job Peter,john allen,http://www.youtube.com/channel/UCwgifksiXbSxG9gOXO9lF4g,https://yt3.ggpht.com/ytc/AGIKgqNbquCh24Bzq7r7BQUG_h-MVI5oE_zP6aTt3A=s48-c-k-c0x00ffffff-no-rj,2023-03-23T00:10:41Z,1679526641,0,UgydG_NS1NSLaBN89mZ4AaABAg,UgydG_NS1NSLaBN89mZ4AaABAg,0
thanks John!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-23T03:24:35Z,1679538275,0,UgydG_NS1NSLaBN89mZ4AaABAg.9n_aob2f4DK9n_x-trhRvH,UgydG_NS1NSLaBN89mZ4AaABAg,0
make video(s)  on your grandfathers advices . please its a request.edit: 1 tip maintain eye-contact in the videos,Aditya Padhan,http://www.youtube.com/channel/UCFVYgTYFvTq7ukH9Loqbc-A,https://yt3.ggpht.com/iADea3x_qYhNsAS74Cg2Xp_8pzh9O7mGb-DnfmWWHf7BxX7WQKAJEBrKDFqOLSM-8iut96uHrRQ=s48-c-k-c0x00ffffff-no-rj,2023-03-24T17:25:09Z,1679675109,1,UgzQB6D42YPgpuHro1V4AaABAg,UgzQB6D42YPgpuHro1V4AaABAg,0
"Noted, thanks for the advice. I have a video planned about this exact thing, look out for it in the coming weeks / months.",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-24T18:04:48Z,1679677488,1,UgzQB6D42YPgpuHro1V4AaABAg.9ne0tYCx0809ne5XfGnibu,UgzQB6D42YPgpuHro1V4AaABAg,0
The fact that you are talking about my favourite YouTuber at the moment and look like a young Ted Lasso is enough to give you a sub,Zikomo Tukula,http://www.youtube.com/channel/UCOYrY5OJSogj2HU5XDvq2Uw,https://yt3.ggpht.com/ytc/AGIKgqP_ETz8gSgy9op1bzSXqCi7gvh9s23wbaGQTKJntg=s48-c-k-c0x00ffffff-no-rj,2023-03-19T13:05:23Z,1679227523,0,Ugy8MIinq1niwWSYgIV4AaABAg,Ugy8MIinq1niwWSYgIV4AaABAg,0
"Great video. Gotta be honest, as goofy as your mustache is, you make it work. It communicates maturity.",Richard McDonald,http://www.youtube.com/channel/UCckNhzHEVO6JkoiXDjugjGg,https://yt3.ggpht.com/ytc/AGIKgqPc7zWeSsr5np7sFmtB88FhnUmPxvTMcY9oVQ=s48-c-k-c0x00ffffff-no-rj,2023-03-25T05:08:02Z,1679717282,0,Ugy3r5KWUpBx7aXZZwN4AaABAg,Ugy3r5KWUpBx7aXZZwN4AaABAg,0
"Thanks Richard, I appreciate it. Glad to see another Clan of Donald in the comments haha.",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-25T11:50:08Z,1679741408,0,Ugy3r5KWUpBx7aXZZwN4AaABAg.9nfHRH-DOpH9ng-SLJ7VKr,Ugy3r5KWUpBx7aXZZwN4AaABAg,0
This channel will be at 100k in no time,Eddy Knoxville,http://www.youtube.com/channel/UCpuAyIiGOVMzyWVrrTil8FQ,https://yt3.ggpht.com/ytc/AGIKgqMc64HdaXtfvpo3jOx7otc54WimXHJwoxgNQw=s48-c-k-c0x00ffffff-no-rj,2023-03-24T13:48:37Z,1679662117,0,UgzPKwhtDDFiB0Ct5CZ4AaABAg,UgzPKwhtDDFiB0Ct5CZ4AaABAg,0
"I hope so, that would be great!",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-24T17:50:21Z,1679676621,0,UgzPKwhtDDFiB0Ct5CZ4AaABAg.9nddDB91HWJ9ne3sl43lFV,UgzPKwhtDDFiB0Ct5CZ4AaABAg,0
"Ma boi out here throwing gold nuggets for free. Amazing content, continue like that!",Ismaël Morneau,http://www.youtube.com/channel/UCc1OSqzII4GBvZWycBjOtYw,https://yt3.ggpht.com/ytc/AGIKgqN0QIiF7ijxTL5dpaqw3L4Li5L_dacQmcZzQw=s48-c-k-c0x00ffffff-no-rj,2023-03-27T01:51:45Z,1679874705,0,UgwwnTwH0KMj1g4G5Sp4AaABAg,UgwwnTwH0KMj1g4G5Sp4AaABAg,0
Thank you Ismaël!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-27T14:51:11Z,1679921471,0,UgwwnTwH0KMj1g4G5Sp4AaABAg.9nk4ZJTS1dK9nlTl5n4mg7,UgwwnTwH0KMj1g4G5Sp4AaABAg,0
Excellent video,Dylan G,http://www.youtube.com/channel/UCC1Y8PCzsX5BVyXJqEJ0iJg,https://yt3.ggpht.com/L0k4b-8wA5A0FSKqDCvQU90X1wN-3do2B-sJ6S24-CNx-6iWgEau9unJ45zG0ARcHVngAowPNBo=s48-c-k-c0x00ffffff-no-rj,2023-03-21T08:12:25Z,1679382745,0,Ugz06JMcVm0Ti-fhhNp4AaABAg,Ugz06JMcVm0Ti-fhhNp4AaABAg,0
Thanks Dylan!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-21T15:55:56Z,1679410556,0,Ugz06JMcVm0Ti-fhhNp4AaABAg.9nWJM7F7svY9nX8P9ZHnhL,Ugz06JMcVm0Ti-fhhNp4AaABAg,0
"Wow, I was going to say that a bakers dozen was for product control, but I googled it and I was WAY off. In medieval times, if you didnt provide the standard weight of bread in a dozen, you would be thrown in jail. So to avoid accidently giving too little product the bakers threw in a 13th loaf to make sure they were never under the standard weight... but that doesnt sound like it was started for customer service...",forthelulz,http://www.youtube.com/channel/UCEe_zujfx7cQhWoaXUKxaTA,https://yt3.ggpht.com/ytc/AGIKgqN88YUrt2Kj4_a6CO6RLJwKiZrWRaeEJZ_WAzj4o5ASsrMXT7QTRWc0wBdmnyXA=s48-c-k-c0x00ffffff-no-rj,2023-03-29T16:35:00Z,1680100500,0,UgxCPVfnOrdfUyVNx7x4AaABAg,UgxCPVfnOrdfUyVNx7x4AaABAg,0
"Super interesting, I never knew that. Thanks for looking into it!",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-29T20:52:43Z,1680115963,0,UgxCPVfnOrdfUyVNx7x4AaABAg.9nqoAbdMs069nrGineZkFQ,UgxCPVfnOrdfUyVNx7x4AaABAg,0
Nice vídeo. This old businness mindset is characteristic of an economy with sound money.And a company is just like a kingdom…,Lucas Rabaioli Prestes,http://www.youtube.com/channel/UCM4vNbPdXu0yPqX4Sqcj3yA,https://yt3.ggpht.com/ytc/AGIKgqNa3Us5BMyFxUMCGRJMEidb0MseJ0rhMMXNqA=s48-c-k-c0x00ffffff-no-rj,2023-04-01T23:22:30Z,1680384150,0,UgzYIxLnLwcaFsn9p3J4AaABAg,UgzYIxLnLwcaFsn9p3J4AaABAg,0
"@Lucas Rabaioli Prestes Great insight man, would love to hear more of your thoughts on the topic. Hmu on ig: misterpmacd",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-04-02T00:31:56Z,1680388316,0,UgzYIxLnLwcaFsn9p3J4AaABAg.9nzGFRZH_C39nzOC6WwG5e,UgzYIxLnLwcaFsn9p3J4AaABAg,0
"@Peter MacDonald Hope to see it. Also, internet is the same as a phisycal world, when fighting for space. An empire that controls bordes can tax who passes by. And when you control more than one general, the Byzantine Generals Problem stops being a problem. I bet that we have a lot to learn going deep in this kind of imagination.",Lucas Rabaioli Prestes,http://www.youtube.com/channel/UCM4vNbPdXu0yPqX4Sqcj3yA,https://yt3.ggpht.com/ytc/AGIKgqNa3Us5BMyFxUMCGRJMEidb0MseJ0rhMMXNqA=s48-c-k-c0x00ffffff-no-rj,2023-04-02T00:08:34Z,1680386914,0,UgzYIxLnLwcaFsn9p3J4AaABAg.9nzGFRZH_C39nzLWuKttEH,UgzYIxLnLwcaFsn9p3J4AaABAg,0
Funny enough Lucas I have a video planned talking about businesss being like kingdoms and how that analogy helps us to grow within them.,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-04-01T23:47:28Z,1680385648,1,UgzYIxLnLwcaFsn9p3J4AaABAg.9nzGFRZH_C39nzJ6Rb6mrw,UgzYIxLnLwcaFsn9p3J4AaABAg,0
Great video! Subscribed,Dennis Rochat,http://www.youtube.com/channel/UCa1aCOF3qlxugMSmXCVcizw,https://yt3.ggpht.com/ytc/AGIKgqPQqcwXn7iiSrx6ubcbPS6TwR8stlaEbrmHmxgAIg=s48-c-k-c0x00ffffff-no-rj,2023-03-30T20:54:36Z,1680202476,0,UgyxCA8r6dZAflr8qJB4AaABAg,UgyxCA8r6dZAflr8qJB4AaABAg,0
Thanks for the sub Dennis.,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-30T21:47:15Z,1680205635,0,UgyxCA8r6dZAflr8qJB4AaABAg.9ntqjQhetIl9ntwl9F9BMT,UgyxCA8r6dZAflr8qJB4AaABAg,0
"Awesome video man! I think one other thing to point out is the business model and the outcome of that business model for what he’s doing now. I say that because he’s built out multiple successful companies where there was taking and giving because he had to sell to people. Not saying he still didn’t over deliver.But compared to what he’s doing now where he’s financially setup from those previous businesses he can just give give give without having to take at all or worry about finances. And then also considering that he’s giving everything away because he’s looking for people to build businesses worth 3-5M per year to make them a 10M per year business. All in all, what you’re saying is totally right as he wouldn’t have gotten to that point without doing what you talked about in the video. Just wanted to add context from that perspective since it couldn’t have always been all about 100% giving without taking because it takes money to be in a position to do this very unique thing he’s doing now. Which he worked his ass off for and deserves every bit of it.",Apex CEOS,http://www.youtube.com/channel/UC0cecIQCFsUpR0_vxupvoBw,https://yt3.ggpht.com/YLGjzeablRxTzyy0kVIh_Xueybt4KI6UW5n7iON4Y7vV8DhmTnw759CZHazE_UDYji-Nhs61qqQ=s48-c-k-c0x00ffffff-no-rj,2023-03-25T14:48:05Z,1679752085,1,Ugx1ym8Z9wuQ6L_tYWx4AaABAg,Ugx1ym8Z9wuQ6L_tYWx4AaABAg,0
"Thanks for the context. I think you’re right. The question is, is it possible to replicate his social success by not asking for financial support during the process of give give give? There’s definitely a lot of other factors that must be positive for this to be true. Thanks for commenting.",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-25T22:32:20Z,1679779940,0,Ugx1ym8Z9wuQ6L_tYWx4AaABAg.9ngJliP85FW9nh8wwXj42N,Ugx1ym8Z9wuQ6L_tYWx4AaABAg,0
Nice video 👍,CSY,http://www.youtube.com/channel/UC-Zuff-CKvqcSopFZBYiK1A,https://yt3.ggpht.com/ytc/AGIKgqOtlHVkaUchwYvwS3lau3Pc-PVge1oc-0Vfrw=s48-c-k-c0x00ffffff-no-rj,2023-03-23T04:19:35Z,1679541575,0,UgysGUxDdyVeENf47hR4AaABAg,UgysGUxDdyVeENf47hR4AaABAg,0
I have never clicked on one of Alex’s videos even though they keep popping up in my feed however I did click on yours just to see your take on him.,Trading with Travis,http://www.youtube.com/channel/UCsNML12s3ZuGN8KaiaRTirA,https://yt3.ggpht.com/Fuii9hnhsgtDIqviDM_uq0fqR0v9r8HBYCI48fcVo96lcuFWdlKseQ_yKjCkoT4vTpTchAaVdg=s48-c-k-c0x00ffffff-no-rj,2023-03-27T21:17:06Z,1679944626,0,UgzIeHprgOSoQ3hdRo54AaABAg,UgzIeHprgOSoQ3hdRo54AaABAg,0
Thanks for watching!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-27T23:51:38Z,1679953898,0,UgzIeHprgOSoQ3hdRo54AaABAg.9nm9vhTyUNh9nmRbZYV7KO,UgzIeHprgOSoQ3hdRo54AaABAg,0
Great breakdown,Ryan Williams,http://www.youtube.com/channel/UCEvutGdo3otKZXgfAIanHng,https://yt3.ggpht.com/pmN4JSvncAA83qV5orzwPrkI8KxL9QHmZ6jHW0WEqlVwJAfKZUM8L1UbvRF5ey5oHoJYYBeG=s48-c-k-c0x00ffffff-no-rj,2023-03-29T19:54:36Z,1680112476,0,UgzjdH5qcVTnMcnaxLF4AaABAg,UgzjdH5qcVTnMcnaxLF4AaABAg,0
Thanks Ryan!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-29T20:51:50Z,1680115910,0,UgzjdH5qcVTnMcnaxLF4AaABAg.9nrA4DWmTbI9nrGcOAO5a1,UgzjdH5qcVTnMcnaxLF4AaABAg,0
Good video. Liked it.,Dwight Brown,http://www.youtube.com/channel/UCMqgRJhFIenLqlaxkhgCCsg,https://yt3.ggpht.com/ytc/AGIKgqNPYFVAKbhM8aV4bNieWKOGwugPMZcI5sLhlpy1Eg=s48-c-k-c0x00ffffff-no-rj,2023-03-29T01:37:04Z,1680046624,0,UgzaYn-Yq3dA5iRfgdl4AaABAg,UgzaYn-Yq3dA5iRfgdl4AaABAg,0
Thanks Dwight.,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-29T01:48:45Z,1680047325,0,UgzaYn-Yq3dA5iRfgdl4AaABAg.9npCTaCqhMJ9npDoEe5tlf,UgzaYn-Yq3dA5iRfgdl4AaABAg,0
"The mustache, collar shirt, and classic photos in the background was this intentional to sell the effect of being older than you are, or is it your actual style?Also nice vid!As someone else said, I was surprised you didnt have more subscribers since you popped up on my suggested page and YT hardly puts lower subscriber creators on the suggested page. So you figured something out. 👍",imblocker,http://www.youtube.com/channel/UCmSxR04IBjUQEiqZEZedNBQ,https://yt3.ggpht.com/ytc/AGIKgqMCSp2rXxUtL3rC0I8Y1nuo8990PiWB9UvxFQ=s48-c-k-c0x00ffffff-no-rj,2023-03-18T14:41:11Z,1679146871,1,UgxPeIaUvssOKhpti1B4AaABAg,UgxPeIaUvssOKhpti1B4AaABAg,0
"No, if he REALLY wanted to look old, this video would be in black  white!! Lol",bbb888,http://www.youtube.com/channel/UCG9wCY0g1zQV4GtKgMmpoKg,https://yt3.ggpht.com/ilpFGoNWvVJxXD_jPYW1dMjJ2UOAaHzZl9-QKYFp8v78iIk7xkSjVYOO3ru7d4BLJdjzAEIvxg=s48-c-k-c0x00ffffff-no-rj,2023-03-29T02:22:30Z,1680049350,1,UgxPeIaUvssOKhpti1B4AaABAg.9nPHSwrPmrY9npHfL9eZd7,UgxPeIaUvssOKhpti1B4AaABAg,0
"You hit the nail on the head lol, it is actually my style because it makes me look older.",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-18T15:59:44Z,1679151584,1,UgxPeIaUvssOKhpti1B4AaABAg.9nPHSwrPmrY9nPQSPF2jZC,UgxPeIaUvssOKhpti1B4AaABAg,0
underrated. take my subscription,wolo,http://www.youtube.com/channel/UCJtL6cmnwgcOMfPHo0YOZgQ,https://yt3.ggpht.com/76jY62_C7I76d-bqCdfooY5sq1XXjTwZC14wTllYj8vlt73eQPpkinOmiGVh_CRqE1A8MPSvJA=s48-c-k-c0x00ffffff-no-rj,2023-03-18T13:54:57Z,1679144097,2,UgwsmIh56vwOt5jxPoZ4AaABAg,UgwsmIh56vwOt5jxPoZ4AaABAg,0
"Subscription taken, pleasure doing business with you.",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-18T15:58:19Z,1679151499,0,UgwsmIh56vwOt5jxPoZ4AaABAg.9nPCANB3P3G9nPQI-WRYC1,UgwsmIh56vwOt5jxPoZ4AaABAg,0
This has to be satire because I not only don’t know who Alex is but this entire channel.,OliDolly,http://www.youtube.com/channel/UCUr6ABUyWI29rF_tzkkiVtg,https://yt3.ggpht.com/ytc/AGIKgqNkEcyQtBUtsvSro1cV7GHFvlaLLxzPd79ZRBBwxQ=s48-c-k-c0x00ffffff-no-rj,2023-03-22T22:13:59Z,1679519639,0,Ugzgb1kB5hGgceU9WGh4AaABAg,Ugzgb1kB5hGgceU9WGh4AaABAg,0
"Very much not satire, you should check Alex out, he’s worth watching. Thanks for the comment!",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-22T23:19:06Z,1679523546,0,Ugzgb1kB5hGgceU9WGh4AaABAg.9n_OSwBZCUj9n_VuvtZZ2h,Ugzgb1kB5hGgceU9WGh4AaABAg,0
Bakers dozen came about due to very strict bread laws that made it better to give away a bit rather than risk being accused of a light loaf,Jeffrey Rice,http://www.youtube.com/channel/UCaYDNjgYC9phzfUI8oQa2ow,https://yt3.ggpht.com/ytc/AGIKgqOG5sevteBujzdwXsEyIWtiUnX1J8tI38WN=s48-c-k-c0x00ffffff-no-rj,2023-03-30T19:41:29Z,1680198089,0,UgwJmFxeH2NNB681Pu94AaABAg,UgwJmFxeH2NNB681Pu94AaABAg,0
Brilliant video,Conar Campbell,http://www.youtube.com/channel/UCKXAf_PnIkidkJ6ouYVNxWg,https://yt3.ggpht.com/TIb9jf-xB9syY4DX3qgr0mEEOaSJscbbYUjNHnLpqS71jVkk2iblUz5P6OfxJ6QOBpoBHxLTFV0=s48-c-k-c0x00ffffff-no-rj,2023-03-23T20:52:09Z,1679601129,0,Ugxathj9_di_tOwgQSx4AaABAg,Ugxathj9_di_tOwgQSx4AaABAg,0
Thanks Conar!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-24T17:54:27Z,1679676867,0,Ugxathj9_di_tOwgQSx4AaABAg.9nbotLV6QVZ9ne4LpJQozB,Ugxathj9_di_tOwgQSx4AaABAg,0
You are great at talking to the camera 😍,learnwithGRH,http://www.youtube.com/channel/UCo68U_JeJ_dxwrdLQaX9ofQ,https://yt3.ggpht.com/QQBxVy9kgHpMJaK5nLp1VqqD1dO598Ag0Jh68NhpvnnqzIpEBl4DhyTV7mW3Y-8ZpoxKq6xLx_o=s48-c-k-c0x00ffffff-no-rj,2023-03-20T12:00:02Z,1679310002,0,UgzSh_2yLp8Tpts7D2V4AaABAg,UgzSh_2yLp8Tpts7D2V4AaABAg,0
subbed. great stuff!,Jabari Banza,http://www.youtube.com/channel/UCNZeGT3fvSmFBT70-ZWykpA,https://yt3.ggpht.com/49FoZ8_m4C61O1hulsCoJJpi_V90JEUHlucCpdUaYZlJBi8RnfXqN8xMAREDZhuLZXAF371z0yc=s48-c-k-c0x00ffffff-no-rj,2023-03-18T15:19:28Z,1679149168,1,Ugw3VkdGGJVxNQAe_Rt4AaABAg,Ugw3VkdGGJVxNQAe_Rt4AaABAg,0
